product_name,product_code,grade,formula,molar_mass,image_url,pakaging,price
CROTONONITRILE,0103360-100ML,99% puriss for synthesis [4786-20-3],H1B1540,A1D1C1543,,100ML," 3,600.00 "
CROTONONITRILE,0103360-500ML,99% puriss for synthesis [4786-20-3],H1B1541,A1D1C1544,,500ML," 10,500.00 "
15-CROWN-5 ETHER,0103247-5G,98% puriss for synthesis [33100-27-5],H1B1542,A1D1C1545,,5G," 1,050.00 "
15-CROWN-5 ETHER,0103247-25G,98% puriss for synthesis [33100-27-5],H1B1543,A1D1C1546,,25G," 3,600.00 "
18-CROWN-6-ETHER,010380-5G,99% puriss for synthesis,H1B1544,A1D1C1547,,5G, 305.00 
18-CROWN-6-ETHER,010380-25G,99% puriss for synthesis,H1B1545,A1D1C1548,,25G," 1,050.00 "
18-CROWN-6-ETHER,010380-100G,99% puriss for synthesis,H1B1546,A1D1C1549,,100G," 3,000.00 "
CRYSTAL VIOLET,010355-25G,,H1B1547,A1D1C1550,,25G, 180.00 
CRYSTAL VIOLET,010355-100G,,H1B1548,A1D1C1551,,100G, 600.00 
CRYSTAL VIOLET,010355-500G,,H1B1549,A1D1C1552,,500G," 2,000.00 "
CUMENE HYDROPEROXIDE,0103266-100G,~ 70% solution  [80-15-9],H1B1550,A1D1C1553,,100G," 1,100.00 "
CUMENE HYDROPEROXIDE,0103266-500G,~ 70% solution  [80-15-9],H1B1551,A1D1C1554,,500G," 3,350.00 "
CUPRIC BROMIDE,0103243-100G,,H1B1552,A1D1C1555,,100G," 1,050.00 "
CUPRIC BROMIDE,0103243-500G,,H1B1553,A1D1C1556,,500G," 3,400.00 "
CUPROUS CYANIDE,0103177-250G,,H1B1554,A1D1C1557,,250G, 850.00 
CUPROUS CYANIDE,0103177-1000G,,H1B1555,A1D1C1558,,1000G," 2,450.00 "
CYANOACETAMIDE,0103267-100G,99% puriss for synthesis [107-91-5],H1B1556,A1D1C1559,,100G, 600.00 
CYANOACETAMIDE,0103267-500G,99% puriss for synthesis [107-91-5],H1B1557,A1D1C1560,,500G," 2,050.00 "
CYANOACETIC ACID,0103161-250G,98% (T),H1B1558,A1D1C1561,,250G, 900.00 
4-CYANOBENZALDEHYDE,0103240-5G,98% puriss for synthesis,H1B1559,A1D1C1562,,5G, 650.00 
4-CYANOBENZALDEHYDE,0103240-25G,98% puriss for synthesis,H1B1560,A1D1C1563,,25G," 2,000.00 "
4-CYANOBENZALDEHYDE,0103240-100G,98% puriss for synthesis,H1B1561,A1D1C1564,,100G," 9,000.00 "
4-CYANOBENZALDEHYDE,0103240-500G,98% puriss for synthesis,H1B1562,A1D1C1565,,500G," 34,000.00 "
4-CYANOBENZYLBROMIDE,0103230-25G,98% puriss for synthesis,H1B1563,A1D1C1566,,25G," 1,850.00 "
4-CYANOBENZYLBROMIDE,0103230-100G,98% puriss for synthesis,H1B1564,A1D1C1567,,100G," 6,500.00 "
4-CYANOBENZYLBROMIDE,0103230-500G,98% puriss for synthesis,H1B1565,A1D1C1568,,500G," 30,000.00 "
CYANOGEN BROMIDE,0103167-100G,,H1B1566,A1D1C1569,,100G, 995.00 
CYANOGEN BROMIDE,0103167-10x100G,,H1B1567,A1D1C1570,,10x100G," 8,850.00 "
Cyanogen bromide,0103310-100ML,5M solution in acetonitrile [506-68-3],H1B1568,A1D1C1571,,100ML," 1,300.00 "
4-CYANOPHENOL(4-Hydroxybenzonitrile),010326-100G,98%,H1B1569,A1D1C1572,,100G," 2,400.00 "
4-CYANOPHENYLBORONIC ACID,0103365-1G,95% puriss for synthesis [126747-14-6],H1B1570,A1D1C1573,,1G," 2,500.00 "
4-CYANOPHENYLBORONIC ACID,0103365-5G,95% puriss for synthesis [126747-14-6],H1B1571,A1D1C1574,,5G," 9,500.00 "
4-Cyanophenylhydrazine HCl,0103290-5G,98% puriss for synthesis [2863-98-1],H1B1572,A1D1C1575,,5G," 1,200.00 "
4-Cyanophenylhydrazine HCl,0103290-25G,98% puriss for synthesis [2863-98-1],H1B1573,A1D1C1576,,25G," 4,500.00 "
2-Cyanopyridine,0103284-100G,98% puriss for synthesis [100-70-9],H1B1574,A1D1C1577,,100G, 900.00 
2-Cyanopyridine,0103284-500G,98% puriss for synthesis [100-70-9],H1B1575,A1D1C1578,,500G," 3,500.00 "
3-CYANOPYRIDINE (Pyridine-3-Carbonitrile),0103116-100G,98%,H1B1576,A1D1C1579,,100G, 925.00 
3-CYANOPYRIDINE (Pyridine-3-Carbonitrile),0103116-10x100G,98%,H1B1577,A1D1C1580,,10x100G," 8,750.00 "
4-CYANOPYRIDINE,0103171-100G,98%,H1B1578,A1D1C1581,,100G, 920.00 
4-CYANOPYRIDINE,0103171-500G,98%,H1B1579,A1D1C1582,,500G," 4,000.00 "
CYCLAM,0103268-1G,98% puriss for synthesis [295-37-4],H1B1580,A1D1C1583,,1G," 1,700.00 "
CYCLAM,0103268-5G,98% puriss for synthesis [295-37-4],H1B1581,A1D1C1584,,5G," 7,500.00 "
CYCLOBUTANEDICARBOXYLIC ACID,0103364-5G,puriss for synthesis [95445-51-2],H1B1582,A1D1C1585,,5G," 1,850.00 "
CYCLOBUTANEDICARBOXYLIC ACID,0103364-25G,puriss for synthesis [95445-51-2],H1B1583,A1D1C1586,,25G," 8,000.00 "
Cyclobutanemethanol,0103311-5G,99% puriss for synthesis [4415-82-1],H1B1584,A1D1C1587,,5G," 1,600.00 "
Cyclobutanemethanol,0103311-25G,99% puriss for synthesis [4415-82-1],H1B1585,A1D1C1588,,25G," 7,500.00 "
ALPHA CYCLODEXTRIN,0103362-5G,98% puriss for synthesis [10016-20-3],H1B1586,A1D1C1589,,5G," 2,550.00 "
ALPHA CYCLODEXTRIN,0103362-25G,98% puriss for synthesis [10016-20-3],H1B1587,A1D1C1590,,25G," 9,000.00 "
BETA CYCLODEXTRIN,0103363-5G,98% puriss for synthesis [7585-39-9],H1B1588,A1D1C1591,,5G, 850.00 
BETA CYCLODEXTRIN,0103363-25G,98% puriss for synthesis [7585-39-9],H1B1589,A1D1C1592,,25G," 3,800.00 "
BETA CYCLODEXTRIN,0103363-100G,98% puriss for synthesis [7585-39-9],H1B1590,A1D1C1593,,100G," 9,000.00 "
gamma-Cyclodextrin hydrate,0103317-500MG,puriss for biochemistry [91464-90-3],H1B1591,A1D1C1594,,500MG," 3,100.00 "
gamma-Cyclodextrin hydrate,0103317-1G,puriss for biochemistry [91464-90-3],H1B1592,A1D1C1595,,1G," 6,000.00 "
gamma-Cyclodextrin hydrate,0103317-5G,puriss for biochemistry [91464-90-3],H1B1593,A1D1C1596,,5G," 24,000.00 "
CYCLOHEPTANONE,010392-25G,98% (GC),H1B1594,A1D1C1597,,25G, 825.00 
CYCLOHEPTANONE,010392-100G,98% (GC),H1B1595,A1D1C1598,,100G," 3,000.00 "
CYCLOHEPTANONE,010392-500G,98% (GC),H1B1596,A1D1C1599,,500G," 12,550.00 "
CYCLOHEPTYLAMINE,0103359-25G,99% puriss for synthesis [5452-35-7],H1B1597,A1D1C1600,,25G," 2,800.00 "
CYCLOHEPTYLAMINE,0103359-100G,99% puriss for synthesis [5452-35-7],H1B1598,A1D1C1601,,100G," 11,000.00 "
CYCLOHEPTYLCYCLOHEXYLAMINE,0103352-5G,95% puriss for synthesis,H1B1599,A1D1C1602,,5G," 3,000.00 "
CYCLOHEPTYLCYCLOHEXYLAMINE,0103352-25G,95% puriss for synthesis,H1B1600,A1D1C1603,,25G," 14,000.00 "
CYCLOHEXANE,010352-1lt,99.5% (GC) AR,H1B1601,A1D1C1604,,1lt, 650.00 
CYCLOHEXANE,070305-1000ML,for HPLC,H1B1602,A1D1C1605,,1000ML, 840.00 
CYCLOHEXANE,050306-1000ML,for UV SPECTROSCOPY,H1B1603,A1D1C1606,,1000ML, 875.00 
Cyclohexane,0103312-250ML,"for Residual solvent, Impurity profile & Headspace analysis. GC Grade solvent",H1B1604,A1D1C1607,,250ML, 425.00 
CYCLOHEXANE ANHYDROUS,0103328-500ML,,H1B1605,A1D1C1608,,500ML, 400.00 
"1,4-CYCLOHEXANEDIONE",0103245-25G,98% puriss for synthesis [637-88-7],H1B1606,A1D1C1609,,25G, 720.00 
"1,4-CYCLOHEXANEDIONE",0103245-100G,98% puriss for synthesis [637-88-7],H1B1607,A1D1C1610,,100G," 2,500.00 "
"1,4-CYCLOHEXANEDIONE MONOETHYLENE KETAL",0103246-5G,97% puriss for synthesis [4746-97-8],H1B1608,A1D1C1611,,5G, 750.00 
"1,4-CYCLOHEXANEDIONE MONOETHYLENE KETAL",0103246-25G,97% puriss for synthesis [4746-97-8],H1B1609,A1D1C1612,,25G," 3,300.00 "
"1,4-CYCLOHEXANEDIONE MONOETHYLENE KETAL",0103246-100G,97% puriss for synthesis [4746-97-8],H1B1610,A1D1C1613,,100G," 6,200.00 "
CYCLOHEXANONE,010353-1000ML,99.5% (GC) AR,H1B1611,A1D1C1614,,1000ML, 875.00 
CYCLOHEXENE,0103269-500ML,98% puriss for synthesis [110-83-8],H1B1612,A1D1C1615,,500ML, 700.00 
CYCLOHEXENE,0103269-2500ML,98% puriss for synthesis [110-83-8],H1B1613,A1D1C1616,,2500ML," 3,200.00 "
CYCLOHEXYLAMINE,010384-250ML,AR,H1B1614,A1D1C1617,,250ML, 225.00 
CYCLOHEXYLAMINE,010384-1000ML,AR,H1B1615,A1D1C1618,,1000ML, 800.00 
CYCLOHEXYLBENZENE,0103351-25G,98% puriss for synthesis [827-52-1],H1B1616,A1D1C1619,,25G, 995.00 
CYCLOHEXYLBENZENE,0103351-100G,98% puriss for synthesis [827-52-1],H1B1617,A1D1C1620,,100G," 2,400.00 "
CYCLOHEXYLBENZENE,0103351-500G,98% puriss for synthesis [827-52-1],H1B1618,A1D1C1621,,500G," 11,500.00 "
CYCLOHEXYLBROMIDE,0103270-500G,98% puriss for synthesis [108-85-0],H1B1619,A1D1C1622,,500G," 2,000.00 "
CYCLOHEXYLMAGNESIUM BROMIDE 1M in Tetrahydrofuran,0103368-100ML,puriss for synthesis [931-50-0],H1B1620,A1D1C1623,,100ML," 7,000.00 "
CYCLOHEXYLMAGNESIUM BROMIDE 1M in Tetrahydrofuran,0103368-500ML,puriss for synthesis [931-50-0],H1B1621,A1D1C1624,,500ML," 25,000.00 "
CYCLOOCTENE,0103185-250ML,95%,H1B1622,A1D1C1625,,250ML," 4,800.00 "
Cyclooctanol,0103314-100G,99% puriss for synthesis [696-71-9],H1B1623,A1D1C1626,,100G," 8,000.00 "
Cylcooctanone,0103316-100G,98% puriss for synthesis  [502-49-8],H1B1624,A1D1C1627,,100G," 8,500.00 "
CYCLOPENTANE,010378-100ML,99% (GC) AR,H1B1625,A1D1C1628,,100ML," 4,000.00 "
CYCLOPENTANE,050307-1000ML,for UV SPECTROSCOPY,H1B1626,A1D1C1629,,1000ML, POR 
"1,3-Cyclopentanedione",0103277-1G,98% puriss for synthesis [3859-41-4],H1B1627,A1D1C1630,,1G," 2,400.00 "
"1,3-Cyclopentanedione",0103277-5G,98% puriss for synthesis [3859-41-4],H1B1628,A1D1C1631,,5G," 7,500.00 "
CYCLOPENTANONE,0103216-500ML,99% puriss for synthesis,H1B1629,A1D1C1632,,500ML," 1,150.00 "
CYCLOPENTANONE,0103216-2500ML,99% puriss for synthesis,H1B1630,A1D1C1633,,2500ML," 4,700.00 "
Cyclopentene,0103315-100ML,96% puriss for synthesis [142-29-0],H1B1631,A1D1C1634,,100ML," 2,450.00 "
Cyclopentene,0103315-250ML,96% puriss for synthesis [142-29-0],H1B1632,A1D1C1635,,250ML," 5,150.00 "
2-Cyclopenten-1-one,0103285-5G,98% puriss for synthesis [930-30-3],H1B1633,A1D1C1636,,5G," 3,300.00 "
2-Cyclopenten-1-one,0103285-25G,98% puriss for synthesis [930-30-3],H1B1634,A1D1C1637,,25G," 14,000.00 "
2-Cyclopenten-1-one,0103285-100G,98% puriss for synthesis [930-30-3],H1B1635,A1D1C1638,,100G," 50,000.00 "
CYCLOPENTYLBROMIDE,0103271-100G,98% puriss for synthesis [137-43-9],H1B1636,A1D1C1639,,100G," 1,300.00 "
CYCLOPENTYLBROMIDE,0103271-500G,98% puriss for synthesis [137-43-9],H1B1637,A1D1C1640,,500G," 5,000.00 "
CYCLOPENTYLMAGNESIUM BROMIDE 1M in Tetrahydrofuran,0103367-100ML,puriss for synthesis [33240-34-5],H1B1638,A1D1C1641,,100ML," 7,000.00 "
CYCLOPENTYLMAGNESIUM BROMIDE 1M in Tetrahydrofuran,0103367-500ML,puriss for synthesis [33240-34-5],H1B1639,A1D1C1642,,500ML," 25,000.00 "
CYCLOPENTYLMETHYLETHER stab.,0103358-250ML,99% puriss for synthesis [5614-37-9],H1B1640,A1D1C1643,,250ML," 1,400.00 "
CYCLOPENTYLMETHYLETHER stab.,0103358-1000ML,99% puriss for synthesis [5614-37-9],H1B1641,A1D1C1644,,1000ML," 4,800.00 "
CYCLOPROPANECARBOXYLICACID,0103227-100G,98% puriss for synthesis,H1B1642,A1D1C1645,,100G," 2,700.00 "
CYCLOPROPANECARBOXYLICACID,0103227-500G,98% puriss for synthesis,H1B1643,A1D1C1646,,500G," 11,500.00 "
"1,1-Cyclopropane dicarboxylic acid",0103276-5G,98% puriss for synthesis [598-10-7],H1B1644,A1D1C1647,,5G," 1,500.00 "
"1,1-Cyclopropane dicarboxylic acid",0103276-25G,98% puriss for synthesis [598-10-7],H1B1645,A1D1C1648,,25G," 6,250.00 "
"1,1-Cyclopropane dicarboxylic acid",0103276-100G,98% puriss for synthesis [598-10-7],H1B1646,A1D1C1649,,100G," 20,000.00 "
CYCLOPROPYLACETYLENE (Ethynylcyclopropane),0103356-5G,98% puriss for synthesis [6746-94-7],H1B1647,A1D1C1650,,5G," 3,800.00 "
CYCLOPROPYLACETYLENE (Ethynylcyclopropane),0103356-25G,98% puriss for synthesis [6746-94-7],H1B1648,A1D1C1651,,25G," 11,000.00 "
CYCLOPROPYLAMINE,0103108-25ML,98%,H1B1649,A1D1C1652,,25ML, 550.00 
CYCLOPROPYLAMINE,0103108-100ML,98%,H1B1650,A1D1C1653,,100ML," 1,750.00 "
CYCLOPROPYLAMINE,0103108-500ML,98%,H1B1651,A1D1C1654,,500ML," 6,600.00 "
CYCLOPROPYLBORONIC ACID,0103331-1G,97% puriss for synthesis [411235-57-9],H1B1652,A1D1C1655,,1G," 1,800.00 "
CYCLOPROPYLBORONIC ACID,0103331-5G,97% puriss for synthesis [411235-57-9],H1B1653,A1D1C1656,,5G," 8,000.00 "
CYCLOPROPYLBORONIC ACID,0103331-25G,97% puriss for synthesis [411235-57-9],H1B1654,A1D1C1657,,25G," 22,000.00 "
CYCLOPROPYLBROMIDE,0103332-25G,99% puriss for synthesis [4333-56-6],H1B1655,A1D1C1658,,25G," 5,000.00 "
CYCLOPROPYLBROMIDE,0103332-100G,99% puriss for synthesis [4333-56-6],H1B1656,A1D1C1659,,100G," 18,000.00 "
CYCLOPROPYLMETHYL BROMIDE,0103241-5G,98% puris for synthesis,H1B1657,A1D1C1660,,5G," 1,800.00 "
CYCLOPROPYLMETHYL BROMIDE,0103241-25G,98% puris for synthesis,H1B1658,A1D1C1661,,25G," 7,000.00 "
CYCLOPROPYLMETHYL BROMIDE,0103241-100G,98% puris for synthesis,H1B1659,A1D1C1662,,100G," 20,000.00 "
CYCLOPROPYLMETHYLKETONE,0103113-100ML,,H1B1660,A1D1C1663,,100ML," 1,200.00 "
CYCLOPROPYLMETHYLKETONE,0103113-500ML,,H1B1661,A1D1C1664,,500ML," 5,000.00 "
CYCLOPROPYLMETHYLKETONE,0103113-2500ML,,H1B1662,A1D1C1665,,2500ML," 9,500.00 "
D-CYCLOSERINE,0103341-500MG,96% puriss for synthesis [68-41-7],H1B1663,A1D1C1666,,500MG," 1,850.00 "
D-CYCLOSERINE,0103341-1G,96% puriss for synthesis [68-41-7],H1B1664,A1D1C1667,,1G," 3,500.00 "
D-CYCLOSERINE,0103341-5G,96% puriss for synthesis [68-41-7],H1B1665,A1D1C1668,,5G," 15,000.00 "
CYSTEAMINE HYDRO CHLORIDE,010354-100G,98%,H1B1666,A1D1C1669,,100G," 1,100.00 "
CYSTEAMINE HYDRO CHLORIDE,010354-500G,98%,H1B1667,A1D1C1670,,500G," 5,000.00 "
DL-CYSTEINEHYDROCHLORIDE,0103157-1G,99%,H1B1668,A1D1C1671,,1G, 780.00 
DL-CYSTEINEHYDROCHLORIDE,0103157-5G,99%,H1B1669,A1D1C1672,,5G," 3,450.00 "
L-CYSTEINE HYDROCHLORIDE MONOHYDRATE,0103179-25G,98%,H1B1670,A1D1C1673,,25G, 305.00 
L-CYSTEINE HYDROCHLORIDE MONOHYDRATE,0103179-100G,98%,H1B1671,A1D1C1674,,100G, 950.00 
L-CYSTEINE HYDROCHLORIDE MONOHYDRATE,0103179-1000G,98%,H1B1672,A1D1C1675,,1000G," 7,000.00 "
L-CYSTINE puriss,0103180-25G,for bioch. CHR,H1B1673,A1D1C1676,,25G, 250.00 
L-CYSTINE puriss,0103180-100G,for bioch. CHR,H1B1674,A1D1C1677,,100G, 800.00 
L-CYSTINE puriss,0103180-1000G,for bioch. CHR,H1B1675,A1D1C1678,,1000G," 6,000.00 "
CYTOCHROME 'C',0103102-100MG,90%,H1B1676,A1D1C1679,,100MG," 6,000.00 "
CYTOSINE,0103228-5G,99% puriss for synthesis,H1B1677,A1D1C1680,,5G, 650.00 
CYTOSINE,0103228-25G,99% puriss for synthesis,H1B1678,A1D1C1681,,25G," 2,750.00 "
DAMINOZIDE,010487-5G,99%,H1B1679,A1D1C1682,,5G," 1,980.00 "
DAMINOZIDE,010487-25G,99%,H1B1680,A1D1C1683,,25G," 9,185.00 "
Dansyl chloride,0104351-1G,99% puriss for synthesis [605-65-2],H1B1681,A1D1C1684,,1G," 3,500.00 "
DAST (Diethylaminosulfurtrifluoride),0104317-1G,puriss for synthesis [38078-09-0],H1B1682,A1D1C1685,,1G, 605.00 
DAST (Diethylaminosulfurtrifluoride),0104317-5G,puriss for synthesis [38078-09-0],H1B1683,A1D1C1686,,5G," 2,400.00 "
DAST (Diethylaminosulfurtrifluoride),0104317-25G,puriss for synthesis [38078-09-0],H1B1684,A1D1C1687,,25G," 9,750.00 "
DAST (Diethylaminosulfurtrifluoride),0104317-100G,puriss for synthesis [38078-09-0],H1B1685,A1D1C1688,,100G," 36,000.00 "
DECALIN (Decahydronaphthalene),0104318-500ML,98% puriss for synthesis [91-17-8],H1B1686,A1D1C1689,,500ML," 1,000.00 "
DECALIN (Decahydronaphthalene),0104318-2500ML,98% puriss for synthesis [91-17-8],H1B1687,A1D1C1690,,2500ML," 4,000.00 "
n-DECANE (AlkaneC10),0104114-100ML,99% (GC),H1B1688,A1D1C1691,,100ML, 900.00 
n-DECANE (AlkaneC10),0104114-500ML,99% (GC),H1B1689,A1D1C1692,,500ML," 3,700.00 "
DECANESULPHONIC ACID SOD.SALT,0704139-5G,AR FOR HPLC,H1B1690,A1D1C1693,,5G, 400.00 
DECANESULPHONIC ACID SOD.SALT,0704139-25G,AR FOR HPLC,H1B1691,A1D1C1694,,25G," 1,700.00 "
1-DECANESULFONIC ACID SODIUM SALT ANHYDROUS,0704308-5G,AR FOR HPLC,H1B1692,A1D1C1695,,5G, 400.00 
1-DECANESULFONIC ACID SODIUM SALT ANHYDROUS,0704308-25G,AR FOR HPLC,H1B1693,A1D1C1696,,25G," 1,700.00 "
1-DECANOL,0104332-100ML,98% puriss for synthesis [112-30-1],H1B1694,A1D1C1697,,100ML, 235.00 
1-DECANOL,0104332-500ML,98% puriss for synthesis [112-30-1],H1B1695,A1D1C1698,,500ML, 725.00 
1-DECANOL,0104115-100ML,99% (GC) AR,H1B1696,A1D1C1699,,100ML, 275.00 
1-DECANOL,0104115-500ML,99% (GC) AR,H1B1697,A1D1C1700,,500ML," 1,180.00 "
N-DECYLBORONIC ACID,0104425-1G,95% puriss for synthesis [24464-63-9],H1B1698,A1D1C1701,,1G," 2,000.00 "
N-DECYLBORONIC ACID,0104425-5G,95% puriss for synthesis [24464-63-9],H1B1699,A1D1C1702,,5G," 8,000.00 "
"N-Decyl-N,N-dimethyl-3-ammonio-1-propanesulfonate",0104362-5G,puriss for biochemistry [15163-36-7],H1B1700,A1D1C1703,,5G," 1,200.00 "
"N-Decyl-N,N-dimethyl-3-ammonio-1-propanesulfonate",0104362-25G,puriss for biochemistry [15163-36-7],H1B1701,A1D1C1704,,25G," 4,800.00 "
(1-DECYL)TRIMETHYLAMMONIUM BROMIDE,0104302-10G,98% puriss for synthesis [2082-84-0],H1B1702,A1D1C1705,,10G," 2,100.00 "
(1-DECYL)TRIMETHYLAMMONIUM BROMIDE,0104302-50G,98% puriss for synthesis [2082-84-0],H1B1703,A1D1C1706,,50G," 8,300.00 "
2-DEOXY-D-RIBOSE,0104418-1G,99% puriss for synthesis [533-67-5],H1B1704,A1D1C1707,,1G, 425.00 
2-DEOXY-D-RIBOSE,0104418-5G,99% puriss for synthesis [533-67-5],H1B1705,A1D1C1708,,5G," 1,800.00 "
2-DEOXY-D-RIBOSE,0104418-25G,99% puriss for synthesis [533-67-5],H1B1706,A1D1C1709,,25G," 6,000.00 "
"5-DEOXY-1,2,3-TRIACETYL-D-RIBOFURANOSE",0104378-1G,99% puriss for synthesis [62211-93-2],H1B1707,A1D1C1710,,1G, 600.00 
"5-DEOXY-1,2,3-TRIACETYL-D-RIBOFURANOSE",0104378-5G,99% puriss for synthesis [62211-93-2],H1B1708,A1D1C1711,,5G," 1,900.00 "
"5-DEOXY-1,2,3-TRIACETYL-D-RIBOFURANOSE",0104378-25G,99% puriss for synthesis [62211-93-2],H1B1709,A1D1C1712,,25G," 7,000.00 "
DESS MARTIN PERIODINANE,0104258-5G,,H1B1710,A1D1C1713,,5G, 525.00 
DESS MARTIN PERIODINANE,0104258-25G,,H1B1711,A1D1C1714,,25G," 1,700.00 "
DESS MARTIN PERIODINANE,0104258-100G,,H1B1712,A1D1C1715,,100G," 6,000.00 "
DIACETYLMONOXIME,010406-25G,99%,H1B1713,A1D1C1716,,25G, 300.00 
DIACETYLMONOXIME,010406-100G,99%,H1B1714,A1D1C1717,,100G," 1,080.00 "
DIALLYLAMINE,0104320-100ML,99% puriss for synthesis [124-02-7],H1B1715,A1D1C1718,,100ML, 800.00 
DIALLYLAMINE,0104320-500ML,99% puriss for synthesis [124-02-7],H1B1716,A1D1C1719,,500ML," 2,400.00 "
DIALLYL PHTHALATE,0104319-250ML,98% puriss for synthesis [131-17-9],H1B1717,A1D1C1720,,250ML," 1,500.00 "
DIALLYL PHTHALATE,0104319-1000ML,98% puriss for synthesis [131-17-9],H1B1718,A1D1C1721,,1000ML," 4,850.00 "
"1,4-DIAMINOANTHRAQUINONE",010494-25G,95%,H1B1719,A1D1C1722,,25G, 850.00 
"1,4-DIAMINOANTHRAQUINONE",010494-100G,95%,H1B1720,A1D1C1723,,100G," 2,950.00 "
"1,5-DIAMINOANTHRAQUINONE",0104116-25G,,H1B1721,A1D1C1724,,25G," 5,400.00 "
"3,3'-DIAMINOBENZIDINE base",0104235-1G,99% puriss AR,H1B1722,A1D1C1725,,1G," 2,100.00 "
"3,4-DIAMINOBENZOPHENONE",010442-25G,98 (NT),H1B1723,A1D1C1726,,25G," 2,000.00 "
"3,4-DIAMINOBENZOPHENONE",010442-100G,98 (NT),H1B1724,A1D1C1727,,100G," 6,000.00 "
"(1R,2R)-(-)-1,2-DIAMINOCYCLOHEXANE (R,R-DACH)",0104432-250MG,99% puriss for synthesis [20439-47-8],H1B1725,A1D1C1728,,250MG, 900.00 
"(1R,2R)-(-)-1,2-DIAMINOCYCLOHEXANE (R,R-DACH)",0104432-1G,99% puriss for synthesis [20439-47-8],H1B1726,A1D1C1729,,1G," 2,400.00 "
"(1R,2R)-(-)-1,2-DIAMINOCYCLOHEXANE (R,R-DACH)",0104432-5G,99% puriss for synthesis [20439-47-8],H1B1727,A1D1C1730,,5G," 9,600.00 "
"(1S,2S)-(+)-1,2-DIAMINOCYCLOHEXANE (S,S-DACH)",0104392-250MG,99% puriss for synthesis [21436-03-3],H1B1728,A1D1C1731,,250MG," 1,400.00 "
"(1S,2S)-(+)-1,2-DIAMINOCYCLOHEXANE (S,S-DACH)",0104392-1G,99% puriss for synthesis [21436-03-3],H1B1729,A1D1C1732,,1G," 2,550.00 "
"(1S,2S)-(+)-1,2-DIAMINOCYCLOHEXANE (S,S-DACH)",0104392-5G,99% puriss for synthesis [21436-03-3],H1B1730,A1D1C1733,,5G," 11,500.00 "
"4,4-DIAMINODIPHENYLETHER",010443-100G,98% (NT),H1B1731,A1D1C1734,,100G," 2,100.00 "
3-3'DIAMINODIPROPYLAMINE,0104120-100ML,97% (GC),H1B1732,A1D1C1735,,100ML," 1,475.00 "
"1,2-DIAMINO-2-METHYL PROPANE",0104281-5G,~95% puriss for synthesis,H1B1733,A1D1C1736,,5G," 3,600.00 "
"1,2-DIAMINO-2-METHYL PROPANE",0104281-25G,~95% puriss for synthesis,H1B1734,A1D1C1737,,25G," 10,800.00 "
"1,2-DIAMINO-2-METHYL PROPANE",0104281-100G,~95% puriss for synthesis,H1B1735,A1D1C1738,,100G," 35,000.00 "
"1,3-DIAMINOPROPANE",010410-250ML,99% (NT),H1B1736,A1D1C1739,,250ML," 1,200.00 "
"1,3-DIAMINOPROPANE",010410-1000ML,99% (NT),H1B1737,A1D1C1740,,1000ML," 4,000.00 "
"2,6-DIAMINOPURINE",0104426-1G,98% puriss for synthesis [1904-98-9],H1B1738,A1D1C1741,,1G," 2,200.00 "
"2,6-DIAMINOPURINE",0104426-5G,98% puriss for synthesis [1904-98-9],H1B1739,A1D1C1742,,5G," 7,000.00 "
"2,3-DIAMINOPYRIDINE",010493-1G,98%,H1B1740,A1D1C1743,,1G, 700.00 
"2,3-DIAMINOPYRIDINE",010493-5G,98%,H1B1741,A1D1C1744,,5G," 3,100.00 "
"1,4-DIAZABICYCLO (2,2,2) OCTANE",010416-100G,98%,H1B1742,A1D1C1745,,100G," 1,050.00 "
"1,4-DIAZABICYCLO (2,2,2) OCTANE",010416-500G,98%,H1B1743,A1D1C1746,,500G," 3,000.00 "
"1,8-DIAZABICYCLO (5,4,O) UNDEC-7-ENE (DBU)",010438-25ML,98%,H1B1744,A1D1C1747,,25ML, 340.00 
"1,8-DIAZABICYCLO (5,4,O) UNDEC-7-ENE (DBU)",010438-100ML,98%,H1B1745,A1D1C1748,,100ML, 950.00 
"1,8-DIAZABICYCLO (5,4,O) UNDEC-7-ENE (DBU)",010438-500ML,98%,H1B1746,A1D1C1749,,500ML," 4,000.00 "
"1,5-DIAZABICYCLO(4,3,0)NON-5-ENE (DBN)",0104396-25G,puriss for synthesis [3001-72-7],H1B1747,A1D1C1750,,25G," 1,800.00 "
"1,5-DIAZABICYCLO(4,3,0)NON-5-ENE (DBN)",0104396-100G,puriss for synthesis [3001-72-7],H1B1748,A1D1C1751,,100G," 6,500.00 "
"1,5-DIAZABICYCLO(4,3,0)NON-5-ENE (DBN)",0104396-500G,puriss for synthesis [3001-72-7],H1B1749,A1D1C1752,,500G," 26,500.00 "
DIBENZO-18-CROWN-6 ETHER,0104321-10G,98% puriss for synthesis [14187-32-7],H1B1750,A1D1C1753,,10G," 1,200.00 "
DIBENZO-18-CROWN-6 ETHER,0104321-50G,98% puriss for synthesis [14187-32-7],H1B1751,A1D1C1754,,50G," 5,500.00 "
Dibenzothiophene,0104352-25G,98% puriss for synthesis [132-65-0],H1B1752,A1D1C1755,,25G," 1,150.00 "
Dibenzothiophene,0104352-100G,98% puriss for synthesis [132-65-0],H1B1753,A1D1C1756,,100G," 3,800.00 "
